match_id,innings,team,batsman,runs,balls,fours,sixes,strikerate,isout,wickettype,fielders
1344785,1,Oman,110374.0,22.0,11.0,2.0,1.0,200.0,False,not out,['-']
1344785,1,Oman,96344.0,6.0,7.0,0.0,0.0,85.71,False,not out,['-']
1344785,1,Oman,87127.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344785,2,Bahrain,80631.0,14.0,12.0,2.0,0.0,116.66,True,bowled,['-']
1344785,2,Bahrain,104518.0,15.0,18.0,2.0,0.0,83.33,True,caught,['53016']
1344785,2,Bahrain,60507.0,19.0,16.0,1.0,1.0,118.75,True,caught,['88971']
1344785,2,Bahrain,89873.0,55.0,39.0,2.0,4.0,141.02,False,not out,['-']
1344785,2,Bahrain,110505.0,28.0,28.0,2.0,1.0,100.0,True,bowled,['-']
1344785,2,Bahrain,107552.0,4.0,4.0,1.0,0.0,100.0,False,not out,['-']
1344785,2,Bahrain,102168.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344785,2,Bahrain,112931.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344785,2,Bahrain,113984.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344785,2,Bahrain,112932.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344785,2,Bahrain,113985.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,112596.0,109.0,69.0,9.0,8.0,157.97,False,not out,['-']
1344787,1,Canada,52369.0,50.0,38.0,6.0,1.0,131.57,True,caught,['96346']
1344787,1,Canada,103571.0,23.0,13.0,2.0,1.0,176.92,True,bowled,['-']
1344787,1,Canada,95122.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,84169.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,95142.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,57366.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,61997.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,102673.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,56872.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,1,Canada,71661.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,2,Oman,110059.0,29.0,19.0,3.0,2.0,152.63,True,caught,['52369']
1344787,2,Oman,53016.0,0.0,3.0,0.0,0.0,0.0,True,caught,['95122']
1344787,2,Oman,110058.0,22.0,17.0,2.0,1.0,129.41,True,caught,['103571']
1344787,2,Oman,68465.0,29.0,20.0,3.0,1.0,145.0,True,caught,['56872']
1344787,2,Oman,45702.0,77.0,41.0,4.0,6.0,187.8,False,not out,['-']
1344787,2,Oman,88971.0,22.0,18.0,2.0,0.0,122.22,True,bowled,['-']
1344787,2,Oman,96346.0,2.0,2.0,0.0,0.0,100.0,True,run out,"['95142', '52369']"
1344787,2,Oman,104609.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,2,Oman,87127.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,2,Oman,96344.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344787,2,Oman,61627.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,1,Bahrain,80631.0,2.0,9.0,0.0,0.0,22.22,True,caught,['113993']
1344786,1,Bahrain,104518.0,0.0,3.0,0.0,0.0,0.0,True,caught,['113992']
1344786,1,Bahrain,102166.0,66.0,30.0,8.0,4.0,220.0,True,lbw,['-']
1344786,1,Bahrain,89873.0,78.0,57.0,6.0,3.0,136.84,False,not out,['-']
1344786,1,Bahrain,110505.0,9.0,9.0,1.0,0.0,100.0,True,bowled,['-']
1344786,1,Bahrain,60507.0,6.0,12.0,0.0,0.0,50.0,False,not out,['-']
1344786,1,Bahrain,107552.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,1,Bahrain,113984.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,1,Bahrain,113985.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,1,Bahrain,112932.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,1,Bahrain,112931.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344786,2,Saudi Arabia,59737.0,7.0,7.0,1.0,0.0,100.0,True,caught,['80631']
1344786,2,Saudi Arabia,113993.0,6.0,4.0,1.0,0.0,150.0,True,run out,"['110505', '80631']"
1344786,2,Saudi Arabia,113991.0,27.0,30.0,2.0,1.0,90.0,True,caught,['113984']
1344786,2,Saudi Arabia,113988.0,6.0,13.0,1.0,0.0,46.15,True,caught,['80631']
1344786,2,Saudi Arabia,79323.0,1.0,2.0,0.0,0.0,50.0,True,caught,['112932']
1344786,2,Saudi Arabia,70981.0,24.0,18.0,2.0,0.0,133.33,True,caught,['112931']
1344786,2,Saudi Arabia,113990.0,19.0,19.0,0.0,1.0,100.0,True,run out,"['110505', '80631']"
1344786,2,Saudi Arabia,113992.0,17.0,17.0,0.0,2.0,100.0,True,caught,['102166']
1344786,2,Saudi Arabia,113987.0,3.0,5.0,0.0,0.0,60.0,False,not out,['-']
1344786,2,Saudi Arabia,107569.0,2.0,5.0,0.0,0.0,40.0,False,not out,['-']
1344786,2,Saudi Arabia,113989.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,1,Canada,112596.0,0.0,4.0,0.0,0.0,0.0,True,caught,['80631']
1344789,1,Canada,52369.0,4.0,7.0,1.0,0.0,57.14,True,lbw,['-']
1344789,1,Canada,95142.0,4.0,7.0,0.0,0.0,57.14,True,caught,['80631']
1344789,1,Canada,61997.0,61.0,51.0,7.0,1.0,119.6,False,not out,['-']
1344789,1,Canada,84169.0,13.0,11.0,2.0,0.0,118.18,True,caught,['80631']
1344789,1,Canada,57366.0,15.0,20.0,0.0,1.0,75.0,True,caught,['89873']
1344789,1,Canada,103571.0,47.0,18.0,4.0,4.0,261.11,True,bowled,['-']
1344789,1,Canada,95122.0,8.0,2.0,0.0,1.0,400.0,False,not out,['-']
1344789,1,Canada,102673.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,1,Canada,56872.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,1,Canada,58923.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,2,Bahrain,60507.0,59.0,57.0,5.0,2.0,103.5,False,not out,['-']
1344789,2,Bahrain,104518.0,56.0,26.0,5.0,5.0,215.38,True,run out,"['84169', '52369']"
1344789,2,Bahrain,80631.0,16.0,16.0,2.0,0.0,100.0,True,bowled,['-']
1344789,2,Bahrain,89873.0,31.0,16.0,2.0,2.0,193.75,False,not out,['-']
1344789,2,Bahrain,110505.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,2,Bahrain,107552.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,2,Bahrain,112931.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,2,Bahrain,113984.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344789,2,Bahrain,112932.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344792,1,Oman,110059.0,9.0,12.0,0.0,1.0,75.0,True,bowled,['-']
1344792,1,Oman,53016.0,47.0,37.0,4.0,3.0,127.02,True,stumping,['52369']
1344792,1,Oman,110058.0,0.0,3.0,0.0,0.0,0.0,True,caught,['57366']
1344792,1,Oman,68465.0,54.0,35.0,5.0,3.0,154.28,True,caught,['52369']
1344792,1,Oman,45702.0,6.0,9.0,0.0,0.0,66.66,True,caught,['52369']
1344792,1,Oman,104609.0,0.0,1.0,0.0,0.0,0.0,True,caught,['95142']
1344792,1,Oman,104599.0,26.0,14.0,0.0,3.0,185.71,True,caught,['57366']
1344792,1,Oman,103386.0,10.0,7.0,1.0,0.0,142.85,False,not out,['-']
1344792,1,Oman,96344.0,6.0,3.0,0.0,1.0,200.0,False,not out,['-']
1344792,1,Oman,110374.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344792,1,Oman,87127.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344792,2,Canada,112596.0,89.0,41.0,11.0,5.0,217.07,True,lbw,['-']
1344792,2,Canada,95142.0,1.0,4.0,0.0,0.0,25.0,True,caught,['45702']
1344792,2,Canada,52369.0,0.0,4.0,0.0,0.0,0.0,True,caught,['103386']
1344792,2,Canada,61997.0,0.0,2.0,0.0,0.0,0.0,True,lbw,['-']
1344792,2,Canada,84169.0,24.0,28.0,1.0,0.0,85.71,True,caught,['104599']
1344792,2,Canada,57366.0,4.0,6.0,0.0,0.0,66.66,True,caught,['103386']
1344792,2,Canada,103571.0,6.0,7.0,1.0,0.0,85.71,True,caught,['103386']
1344792,2,Canada,56872.0,17.0,13.0,1.0,1.0,130.76,False,not out,['-']
1344792,2,Canada,95122.0,22.0,14.0,2.0,1.0,157.14,False,not out,['-']
1344792,2,Canada,58923.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344792,2,Canada,102673.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344794,1,Saudi Arabia,79323.0,0.0,3.0,0.0,0.0,0.0,True,caught,['60507']
1344794,1,Saudi Arabia,113991.0,0.0,1.0,0.0,0.0,0.0,True,caught,['97206']
1344794,1,Saudi Arabia,59737.0,19.0,18.0,3.0,0.0,105.55,True,caught,['107552']
1344794,1,Saudi Arabia,113993.0,69.0,54.0,4.0,4.0,127.77,True,caught,['113984']
1344794,1,Saudi Arabia,113990.0,6.0,7.0,1.0,0.0,85.71,True,caught,['97206']
1344794,1,Saudi Arabia,70981.0,6.0,5.0,1.0,0.0,120.0,True,caught,['110505']
1344794,1,Saudi Arabia,113992.0,12.0,9.0,2.0,0.0,133.33,True,caught,['112932']
1344794,1,Saudi Arabia,113988.0,28.0,21.0,0.0,3.0,133.33,False,not out,['-']
1344794,1,Saudi Arabia,110514.0,0.0,1.0,0.0,0.0,0.0,True,caught,['97206']
1344794,1,Saudi Arabia,113987.0,1.0,1.0,0.0,0.0,100.0,False,not out,['-']
1344794,1,Saudi Arabia,110513.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344794,2,Bahrain,60507.0,6.0,21.0,0.0,0.0,28.57,True,caught,['79323']
1344794,2,Bahrain,104518.0,2.0,9.0,0.0,0.0,22.22,False,retired not out,['-']
1344794,2,Bahrain,102166.0,6.0,10.0,1.0,0.0,60.0,True,caught,['59737']
1344794,2,Bahrain,89873.0,13.0,16.0,1.0,0.0,81.25,True,caught,['59737']
1344794,2,Bahrain,110505.0,1.0,5.0,0.0,0.0,20.0,True,caught,['113987']
1344794,2,Bahrain,80631.0,55.0,39.0,7.0,1.0,141.02,False,not out,['-']
1344794,2,Bahrain,107552.0,19.0,14.0,1.0,1.0,135.71,True,caught,['70981']
1344794,2,Bahrain,97206.0,8.0,6.0,1.0,0.0,133.33,False,not out,['-']
1344794,2,Bahrain,112932.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344794,2,Bahrain,107553.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344794,2,Bahrain,113984.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344790,1,Canada,112596.0,1.0,6.0,0.0,0.0,16.66,True,caught,['113993']
1344790,1,Canada,52369.0,14.0,16.0,2.0,0.0,87.5,True,lbw,['-']
1344790,1,Canada,95142.0,44.0,44.0,3.0,1.0,100.0,True,bowled,['-']
1344790,1,Canada,61997.0,8.0,11.0,1.0,0.0,72.72,True,bowled,['-']
1344790,1,Canada,84169.0,37.0,19.0,2.0,3.0,194.73,True,caught,['110514']
1344790,1,Canada,103571.0,17.0,9.0,0.0,2.0,188.88,True,caught,['113988']
1344790,1,Canada,57366.0,25.0,11.0,5.0,0.0,227.27,False,not out,['-']
1344790,1,Canada,95122.0,13.0,4.0,1.0,1.0,325.0,False,not out,['-']
1344790,1,Canada,102673.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344790,1,Canada,56872.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344790,1,Canada,58923.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344790,2,Saudi Arabia,79323.0,7.0,6.0,0.0,1.0,116.66,True,caught,['95122']
1344790,2,Saudi Arabia,113991.0,6.0,4.0,0.0,1.0,150.0,True,caught,['95142']
1344790,2,Saudi Arabia,59737.0,5.0,6.0,0.0,0.0,83.33,True,stumping,['52369']
1344790,2,Saudi Arabia,113993.0,29.0,21.0,3.0,1.0,138.09,True,run out,['58923']
1344790,2,Saudi Arabia,70981.0,20.0,31.0,0.0,0.0,64.51,True,caught,['58923']
1344790,2,Saudi Arabia,113992.0,19.0,19.0,2.0,0.0,100.0,True,caught,['95122']
1344790,2,Saudi Arabia,59334.0,18.0,14.0,2.0,0.0,128.57,True,stumping,['52369']
1344790,2,Saudi Arabia,113988.0,12.0,9.0,0.0,1.0,133.33,False,not out,['-']
1344790,2,Saudi Arabia,110514.0,5.0,9.0,1.0,0.0,55.55,True,caught,['112596']
1344790,2,Saudi Arabia,110513.0,1.0,1.0,0.0,0.0,100.0,False,not out,['-']
1344790,2,Saudi Arabia,113989.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,1,Saudi Arabia,79323.0,16.0,15.0,3.0,0.0,106.66,True,bowled,['-']
1344788,1,Saudi Arabia,113993.0,8.0,14.0,2.0,0.0,57.14,True,caught,['96344']
1344788,1,Saudi Arabia,113991.0,28.0,26.0,3.0,0.0,107.69,True,bowled,['-']
1344788,1,Saudi Arabia,59737.0,10.0,16.0,0.0,0.0,62.5,True,lbw,['-']
1344788,1,Saudi Arabia,59334.0,7.0,7.0,0.0,0.0,100.0,True,bowled,['-']
1344788,1,Saudi Arabia,113990.0,21.0,25.0,0.0,1.0,84.0,True,bowled,['-']
1344788,1,Saudi Arabia,113988.0,2.0,3.0,0.0,0.0,66.66,True,run out,['96346']
1344788,1,Saudi Arabia,70981.0,13.0,12.0,0.0,1.0,108.33,False,not out,['-']
1344788,1,Saudi Arabia,107569.0,1.0,1.0,0.0,0.0,100.0,True,run out,"['53016', '87127']"
1344788,1,Saudi Arabia,113987.0,2.0,1.0,0.0,0.0,200.0,False,not out,['-']
1344788,1,Saudi Arabia,113989.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,110059.0,16.0,15.0,2.0,1.0,106.66,True,caught,['79323']
1344788,2,Oman,53016.0,35.0,24.0,3.0,2.0,145.83,True,caught,['113989']
1344788,2,Oman,110058.0,36.0,27.0,3.0,2.0,133.33,False,not out,['-']
1344788,2,Oman,104609.0,24.0,9.0,1.0,3.0,266.66,True,caught,['113990']
1344788,2,Oman,104599.0,1.0,1.0,0.0,0.0,100.0,False,not out,['-']
1344788,2,Oman,96346.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,59720.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,87127.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,96344.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,68465.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344788,2,Oman,45702.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344791,1,Oman,110059.0,13.0,11.0,3.0,0.0,118.18,True,caught,['110505']
1344791,1,Oman,53016.0,28.0,21.0,4.0,0.0,133.33,True,caught,['110505']
1344791,1,Oman,110058.0,18.0,10.0,2.0,1.0,180.0,True,caught,['104518']
1344791,1,Oman,68465.0,102.0,44.0,7.0,9.0,231.81,False,not out,['-']
1344791,1,Oman,45702.0,30.0,19.0,0.0,2.0,157.89,True,caught,['80631']
1344791,1,Oman,104609.0,25.0,14.0,0.0,3.0,178.57,True,caught,['107552']
1344791,1,Oman,104599.0,0.0,1.0,0.0,0.0,0.0,False,not out,['-']
1344791,1,Oman,87127.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344791,1,Oman,96344.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344791,1,Oman,110374.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344791,1,Oman,103386.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344791,2,Bahrain,60507.0,39.0,32.0,2.0,2.0,121.87,True,caught,['104609']
1344791,2,Bahrain,104518.0,4.0,5.0,1.0,0.0,80.0,True,bowled,['-']
1344791,2,Bahrain,102166.0,22.0,13.0,2.0,2.0,169.23,True,caught,['110059']
1344791,2,Bahrain,89873.0,0.0,1.0,0.0,0.0,0.0,True,caught,['104599']
1344791,2,Bahrain,80631.0,28.0,27.0,2.0,1.0,103.7,False,not out,['-']
1344791,2,Bahrain,110505.0,10.0,4.0,1.0,1.0,250.0,True,caught,['104609']
1344791,2,Bahrain,113985.0,2.0,3.0,0.0,0.0,66.66,True,caught,['110058']
1344791,2,Bahrain,107552.0,0.0,1.0,0.0,0.0,0.0,True,bowled,['-']
1344791,2,Bahrain,112931.0,0.0,2.0,0.0,0.0,0.0,True,caught,['103386']
1344791,2,Bahrain,113984.0,1.0,3.0,0.0,0.0,33.33,True,caught,['104609']
1344791,2,Bahrain,112932.0,0.0,5.0,0.0,0.0,0.0,True,bowled,['-']
1344793,1,Bahrain,60507.0,2.0,7.0,0.0,0.0,28.57,True,bowled,['-']
1344793,1,Bahrain,104518.0,14.0,8.0,2.0,1.0,175.0,True,bowled,['-']
1344793,1,Bahrain,102166.0,7.0,5.0,1.0,0.0,140.0,True,caught,['113990']
1344793,1,Bahrain,80631.0,6.0,13.0,0.0,0.0,46.15,True,caught,['113991']
1344793,1,Bahrain,89873.0,1.0,2.0,0.0,0.0,50.0,True,bowled,['-']
1344793,1,Bahrain,113985.0,1.0,7.0,0.0,0.0,14.28,True,caught,['59334']
1344793,1,Bahrain,110505.0,41.0,43.0,2.0,1.0,95.34,True,caught,['113988']
1344793,1,Bahrain,102170.0,4.0,6.0,0.0,0.0,66.66,True,bowled,['-']
1344793,1,Bahrain,107552.0,12.0,13.0,0.0,1.0,92.3,True,caught,['113992']
1344793,1,Bahrain,113984.0,9.0,8.0,1.0,0.0,112.5,False,not out,['-']
1344793,1,Bahrain,102168.0,3.0,9.0,0.0,0.0,33.33,False,not out,['-']
1344793,2,Saudi Arabia,79323.0,81.0,32.0,9.0,6.0,253.12,False,not out,['-']
1344793,2,Saudi Arabia,113991.0,11.0,16.0,2.0,0.0,68.75,True,bowled,['-']
1344793,2,Saudi Arabia,59737.0,20.0,17.0,3.0,0.0,117.64,False,not out,['-']
1344793,2,Saudi Arabia,113993.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,113992.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,59334.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,113988.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,110513.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,113990.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,113987.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344793,2,Saudi Arabia,110514.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344795,1,Oman,53016.0,10.0,10.0,0.0,1.0,100.0,True,lbw,['-']
1344795,1,Oman,110059.0,5.0,8.0,1.0,0.0,62.5,True,caught,['103571']
1344795,1,Oman,110058.0,6.0,15.0,0.0,0.0,40.0,True,caught,['57366']
1344795,1,Oman,68465.0,0.0,1.0,0.0,0.0,0.0,True,caught,['103571']
1344795,1,Oman,45702.0,16.0,25.0,1.0,0.0,64.0,True,bowled,['-']
1344795,1,Oman,88971.0,16.0,11.0,1.0,1.0,145.45,True,caught,['57366']
1344795,1,Oman,104599.0,4.0,7.0,0.0,0.0,57.14,True,caught,['103571']
1344795,1,Oman,104609.0,11.0,6.0,1.0,1.0,183.33,True,caught,['51014']
1344795,1,Oman,96346.0,47.0,23.0,2.0,5.0,204.34,False,not out,['-']
1344795,1,Oman,96344.0,9.0,14.0,0.0,1.0,64.28,True,run out,"['95122', '58923']"
1344795,1,Oman,87127.0,0.0,0.0,0.0,0.0,0.0,True,run out,"['84169', '56872']"
1344795,2,Canada,112596.0,68.0,41.0,8.0,4.0,165.85,True,lbw,['-']
1344795,2,Canada,52369.0,51.0,35.0,8.0,0.0,145.71,False,not out,['-']
1344795,2,Canada,61997.0,0.0,3.0,0.0,0.0,0.0,True,caught,['96346']
1344795,2,Canada,84169.0,3.0,5.0,0.0,0.0,60.0,False,not out,['-']
1344795,2,Canada,95122.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344795,2,Canada,103571.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344795,2,Canada,57366.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344795,2,Canada,102673.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
1344795,2,Canada,56872.0,9.0,9.0,1.0,0.0,100.0,False,DNB,['-']
